PDE,param,model,RMSE,normalized RMSE,Conservation RMSE,Maximum Error,RMSE at boundary,RMSE FT low,RMSE FT mid,RMSE FT high
Burgers,Nu1.0,FNO,0.006880727596580982,0.06255343556404114,0.002114892704412341,0.06986239552497864,0.03435131162405014,0.0016287188045680523,0.0003362098941579461,0.00027494566165842116
