PDE,param,model,RMSE,normalized RMSE,Conservation RMSE,Maximum Error,RMSE at boundary,RMSE FT low,RMSE FT mid,RMSE FT high
Advection,beta4.0,Unet-PF-20,0.0492459274828434,0.08560976386070251,0.026103612035512924,0.8459842801094055,0.07946544885635376,0.013301841914653778,0.00690081063657999,0.0013324657920747995
Burgers,Nu1.0,Unet-PF-20,0.13684025406837463,0.9181093573570251,0.17058312892913818,1.1034793853759766,0.13856913149356842,0.056990258395671844,0.006734020076692104,0.001272611552849412
