PDE,param,model,RMSE,normalized RMSE,Conservation RMSE,Maximum Error,RMSE at boundary,RMSE FT low,RMSE FT mid,RMSE FT high
diff-sorp,NA,FNO,0.018171314150094986,0.049317650496959686,0.012323025614023209,0.06871972978115082,0.020994573831558228,0.0064615183509886265,0.0011619559954851866,4.9961738113779575e-05
