PDE,param,model,RMSE,normalized RMSE,Conservation RMSE,Maximum Error,RMSE at boundary,RMSE FT low,RMSE FT mid,RMSE FT high
Advection,beta4.0,FNO,0.055689647793769836,0.08978940546512604,0.011390991508960724,1.3388800621032715,0.07834005355834961,0.01127009466290474,0.011765196919441223,0.0013511257711797953
